pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,habitability_score,terraformability_score,st_activity,pl_atmos,pl_surf_temp,pl_escape_vel,pl_radiation_flux,ESI,pl_water_probability
TOI-2295 c,12.8,1783.01736,966.5,234.9,5730,1.17,1.46,0.316,-1.698220361,1.675242552,10.88267432,0.399473211,52.45860928,93.91509313,0.5675,1,258.39,132.1876323,0.021090141,0.066443414,0.8971875
GJ 86 b,12.9,1404.8086,15.76491,912.5307146,5182,0.93,0.77,-0.22,0,-1.300626905,8.441852052,0.258719991,43.01699221,91.79607947,0.7045,1,1003.783786,116.8777241,0.061009847,0.001078274,0
HD 117618 b,8.59,55.30242,25.8,912.5307146,5990,1.08,1.2,0.028,0,0.076267918,0.749476135,-0.184870965,44.00278794,62.41604508,0.5025,0.564474284,964.0407268,28.41799993,0.190493354,0.003606167,0
HD 12484 b,13.2,947.1334,58.83,912.5307146,5920,1.01,1,0.05,0,0.198411814,5.43579775,0.085371923,43.10578348,88.23930558,0.52,1,1003.783786,94.87168914,0.072852442,0.0012155,0
HD 33844 b,13.4,638.8383,551.40002,912.5307146,4861,1.84,5.39,0.27,0,1.41985077,3.557798507,-0.022925368,44.16703974,83.95153931,0.78475,1,1003.783786,77.33233011,0.21643393,0.001368488,0
GJ 96 b,4.67,19.66,73.94,912.5307146,3785,0.6,0.58,0.14,0,0.698091387,0.901466832,-0.176106222,42.65913307,51.15702306,1,0.17126579,928.159244,22.98006957,0.003516331,0.006345825,0
TOI-2445 b,1.25,2.1,0.3711281,1060,3333,0.25,0.27,0.014262971,0.369574958,-3.37E-16,1.344,-0.150586966,42.75874561,45.53226452,1,0.05157332,1065.466772,14.51685916,0.015629416,0.007220113,0
HATS-16 b,14.572,1039.3041,2.686502,1592,5738,0.97,1.24,-0.1,1.702828031,-0.634387474,4.894454724,0.054154667,48.30557223,90.12137768,0.5655,1,1751.2,94.58663202,0.773839006,9.04E-05,0
TOI-4479 b,2.82,8.35,1.1589,861,3400,0.45,0.45,0,-0.129141887,-0.079187949,1.049997485,-0.167541007,42.85426986,48.93983913,1,0.131073449,872.285424,19.27244018,0.022005601,0.011197864,0
HD 108236 c,2.071,4.94,6.203449,932,5660,0.87,0.88,-0.28,0.048792264,-1.63374662,1.151772622,-0.16167201,44.23032436,51.0186943,0.585,0.096872486,941.0285157,17.29782295,0.211202364,0.009639284,0
HD 108236 f,2.017,4.72,29.54115,912.5307146,5660,0.87,0.88,-0.28,0,-1.63374662,1.160192897,-0.161186443,43.23473461,49.99013568,0.585,0.103116645,921.9404252,17.13310486,0.074616691,0.010669186,0
HIP 39017 b,12,7500.75041,31000,912.5307146,7201,1.52,1.52,-0.26,0,-1.522706715,52.08854451,2.775663811,42.60488259,99.686512,0.19975,1,1003.783786,280.0140073,0.005648162,0.000630351,0
KMT-2023-BLG-0416L b,3.67,13.03096,,912.5307146,5412.39249,0.63,,0.014262971,0,-3.37E-16,0.967485095,-0.172299192,42.64710023,51.56354667,0.646901878,0.139708917,925.2795824,21.10440907,0,0.007471753,0
KMT-2023-BLG-1454L b,14.1,200.2319,,912.5307146,5412.39249,0.17,,0.014262971,0,-3.37E-16,1.007152055,-0.170011745,42.57894595,71.3915948,0.646901878,0.999476389,1003.736005,42.20608804,0,0.001897746,0
TOI-1410.01,3.101,12.5,1.21687,1236.704096,4635,0.79,0.76,0.328,0.812415707,1.741866495,1.299889634,-0.153130648,44.12777699,51.65938681,0.84125,0.043935636,1242.137634,22.48651464,0.209839157,0.002140699,0
Kepler-987 b,3.26,10.7,105.3033148,351,5637,0.97,0.91,0.01,-1.407260433,-0.023667996,1.006812451,-0.170031328,52.85907887,57.1808826,0.59075,0.582949619,371.4615316,20.2908907,0.033641092,0.240629024,0.710203015
NGTS-15 b,12.33,238.68913,3.27623,1146,5600,0.99,0.95,0.15,0.585100831,0.75361134,1.570024712,-0.137552954,45.23052603,76.38271635,0.6,0.999836978,1260.581318,49.27796958,0.360999206,0.000678915,0
NGTS-16 b,14.572,211.99155,4.84532,1177,5550,1,1.21,0.35,0.66279039,1.864010391,0.99834403,-0.170519671,45.78197063,74.30792602,0.6125,0.999166115,1294.601852,42.71866937,0.435262127,0.000596445,0
HD 104067 b,9.2,62.1,55.851,912.5307146,4952,0.82,0.78,0.11,0,0.531531529,0.733695652,-0.185780967,42.76153963,61.12371655,0.762,0.632413744,970.2404112,29.09845357,0.022465407,0.003346826,0
NGTS-26 b,14.886,92.80589,4.5199279,1331,5550,0.96,1.16,0.2,1.048732069,1.031211102,0.41881238,-0.203939124,45.65977013,63.51864723,0.6125,0.584054052,1408.737594,27.96512631,0.419009069,0.000500104,0
HD 110113 c,2.114,10.5,6.744,990,5732,1,0.97,0.14,0.194146922,0.698091387,2.349521011,-0.092602276,44.51355319,55.7719473,0.567,0.139009201,1003.761911,24.96089657,0.255297368,0.006131418,0
Kepler-988 b,2.07,4.94,17.76080053,368,4005,0.55,0.53,-0.32,-1.364656482,-1.855826431,1.152885715,-0.161607822,52.61732717,52.29311973,0.99875,0.485283181,385.8584211,17.30200067,0.009525256,0.275691533,0.660213816
Kepler-552 b,3.95,14.8,5.26341576,1103,5863,1.03,1.04,0.01,0.477337895,-0.023667996,0.948565935,-0.17339019,45.39548429,54.46975972,0.53425,0.077681017,1111.568216,21.67955345,0.37895792,0.003217349,0
TOI-1260 b,2.41,8.56,3.127463,871,4227,0.68,0.67,-0.1,-0.104080739,-0.634387474,1.473803826,-0.143101658,43.13046486,50.58854816,0.94325,0.143993618,883.5418441,21.10796589,0.060122956,0.01086583,0
Kepler-93 c,5.736252785,954,1460,912.5307146,5669,0.91,0.92,-0.18,0,-1.078547095,28.99291028,1.443823743,42.61783105,95.13863412,0.58275,1,1003.783786,144.4368702,0.006094285,0.00142168,0
Kepler-922 b,1.42,2.6,0.93846683,1876,5671,0.95,0.93,-0.05,2.414564633,-0.356787712,1.289426701,-0.153734006,48.78619534,53.46894106,0.58225,0.002274718,1876.426737,15.15515995,0.837301209,0.00049582,0
Kepler-923 b,1.38,2.48,6.93366476,1104,5988,1.11,1.26,0.07,0.479844009,0.309451719,1.302247427,-0.152994683,46.35592183,51.87164095,0.503,0.048249118,1109.326703,15.0142734,0.503635359,0.005774711,0
Kepler-94 b,3.51,10.84,2.50806,997,4781,0.81,0.76,0.34,0.211689726,1.808490438,0.879862988,-0.177352036,43.70237907,50.53300136,0.80475,0.089236663,1005.896895,19.68244767,0.146678591,0.005493374,0
Kepler-94 c,12.5,3126,820.3,912.5307146,4781,0.81,0.76,0.34,0,1.808490438,20.0064,0.92560483,42.58864369,97.2940758,0.80475,1,1003.783786,177.1158807,0.003089894,0.000837082,0
HD 134606 b,2.97,9.09,12.089,912.5307146,5576,1.05,1.16,0.343,0,1.825146424,1.030507091,-0.168664946,44.29352323,52.43308555,0.606,0.120503506,923.5270297,19.59393846,0.221566095,0.008544431,0
Qatar-6 b,11.904,212.31044,3.506195,1006,5052,0.82,0.72,-0.025,0.234244759,-0.21798783,1.498254235,-0.141691693,43.53680684,73.84236292,0.737,0.999634398,1106.56322,47.29957503,0.131275647,0.001270086,0
Kepler-62 c,0.54,4,12.4417,578,4925,0.69,0.64,-0.37,-0.838372374,-2.133426193,13.71742112,0.562942607,43.32478214,65.50109811,0.76875,0.946316751,632.6971082,30.48253902,0.040267523,0.038615019,0
Kepler-627 b,3.73,13.4,40.6994443,685,6424,1.3,1.49,0.05,-0.570218091,0.198411814,0.963134932,-0.17255005,44.94931676,57.01733695,0.394,0.301564371,705.6571594,21.22833859,0.286698572,0.02254343,0
HD 165131 b,12.1,5943.39121,2342.6,912.5307146,5870,1.06,1.06,0.06,0,0.253931767,40.59416167,2.112825135,42.61384018,99.36944598,0.5325,1,1003.783786,248.2232722,0.006785605,0.0006805,0
HD 185283 b,13.6,413.17693,4060,912.5307146,4848,0.8,0.74,-0.06,0,-0.412307664,2.23387181,-0.099271339,42.58257876,78.2003071,0.788,0.999999991,1003.783785,61.73288885,0.001066399,0.001555075,0
Kepler-652 b,2.49,6.76,4.18200253,974,5490,0.97,0.88,0.17,0.154049086,0.864651245,1.090304995,-0.165216621,44.43730011,51.51464797,0.6275,0.088152178,982.5860221,18.45405018,0.243157897,0.007239459,0
Kepler-68 b,2.357,8.03,5.39875259,1275,5847,1.06,1.26,0.11,0.90838964,0.531531529,1.445427723,-0.144738003,46.58979594,54.61180832,0.53825,0.033812685,1279.311117,20.67264297,0.54096317,0.00218156,0
Kepler-633 c,2.296,5.89,23.78319931,725,5877,1,1.27,-0.04,-0.469973499,-0.301267759,1.117304447,-0.163659662,44.39811511,52.93794511,0.53075,0.204816465,739.8491937,17.93864883,0.208740413,0.024715581,0
Kepler-758 b,2.48,6.71,12.1097104,1005,6228,1.16,1.42,-0.1,0.231738644,-0.634387474,1.090985952,-0.165177353,46.45647493,54.37157644,0.443,0.081226042,1013.163217,18.42270689,0.516145069,0.006354909,0
Kepler-783 c,2.332,6.04,7.05395,840,5411.49,0.94,0.87,-0.03,-0.181770297,-0.245747806,1.110656714,-0.164043012,43.89047068,51.18577319,0.6471275,0.13773531,851.5697661,18.02487323,0.15833401,0.013782727,0
Kepler-501 c,1.681,3.47,3.62276006,1304,5794,1.03,1.22,0.14,0.981066969,0.698091387,1.227987788,-0.157276962,47.31902438,52.85350024,0.5515,0.022656228,1306.954372,16.09158795,0.638014321,0.002507457,0
Kepler-502 b,4.77,20.4,4.28686431,1217,6125,1.15,1.22,0.05,0.763034982,0.198411814,0.896589006,-0.176387508,47.86599446,57.83636296,0.46875,0.065818284,1225.010085,23.16188585,0.712208893,0.001850447,0
Kepler-1322 c,2.155,5.29,6.45998001,883,5704,0.9,0.8,-0.3,-0.074007361,-1.744786526,1.139098088,-0.162402903,43.99056342,51.18122266,0.574,0.117060005,893.3363985,17.54778164,0.175240214,0.011765784,0
Kepler-79 c,3.72,5.9,27.4029,734,6174,1.17,1.3,-0.073,-0.447418466,-0.484483602,0.426349867,-0.203504465,44.60705291,51.2148403,0.4565,0.170173937,746.490767,14.10498272,0.242388515,0.021446304,0
Kepler-82 c,5.34,13.9,51.54,450,5401,0.91,0.9,0.211,-1.159155068,1.09228305,0.487452482,-0.199980903,47.60301554,54.6430083,0.64975,0.482828192,471.7272687,18.06986027,0.044652108,0.091656399,0.362058095
Kepler-786 b,2.43,6.48,53.5293487,348,4838,0.81,0.74,0.09,-1.414778778,0.420491624,1.09739369,-0.164807842,53.62883377,54.45678981,0.7905,0.530740706,366.4697766,18.28952341,0.018950563,0.297419301,0.727535498
Kepler-82 e,2.47,6.66,5.902206,926,5428,0.95,0.95,0.211,0.033755575,1.09228305,1.091642217,-0.165139508,44.25187144,51.39601142,0.643,0.104134465,935.6428514,18.39105574,0.215222088,0.00897439,0
Kepler-82 f,4.84,20.9,75.732,912.5307146,5401,0.91,0.9,0.211,0,1.09228305,0.892186326,-0.176641394,42.88464559,53.52144219,0.64975,0.190399417,929.9052462,23.27386361,0.034547659,0.006153136,0
K2-229 b,1,2.49,0.584216,1818,5315,0.87,0.79,-0.09,2.269209975,-0.578867522,2.49,-0.084501371,47.30567278,52.82305421,0.67125,0.004010783,1818.72916,17.6733019,0.639403207,0.000602902,0
K2-247 b,2.12,5.14,2.25021,979,4667,0.74,0.69,-0.08,0.16657966,-0.523347569,1.143645425,-0.162140675,43.51883553,48.92026997,0.83325,0.078525161,986.6876133,17.43940453,0.118011374,0.007766445,0
OGLE-2016-BLG-1800L b,13.2,823.17557,,912.5307146,5412.39249,0.41,,0.014262971,0,-3.37E-16,4.724377697,0.044346952,42.57127035,86.28938154,0.646901878,1,1003.783786,88.4458161,0,0.001269852,0
K2-126 b,1.97,4.54,7.385655,601,4339,0.69,0.65,0.02,-0.780731734,0.031851956,1.16983174,-0.160630607,43.48417494,50.07933483,0.91525,0.271089787,617.2924962,17.00250206,0.035428205,0.054495855,0
K2-127 b,8.37,52.9,3.588163,809,4575,0.72,0.66,-0.11,-0.259459856,-0.689907427,0.755100497,-0.184546629,43.16573495,60.42439863,0.85625,0.618758059,859.057527,28.15678922,0.073051197,0.005984494,0
K2-11 b,7.55,44.4,39.93767,734,5433,1.35,5.15,-0.12,-0.447418466,-0.745427379,0.778913206,-0.183173437,44.33641628,61.84495143,0.64175,0.600925766,778.1079513,27.16039189,1.77449445,0.009657145,0
K2-189 c,2.5,6.8,6.679195,872,5519,0.94,0.87,0,-0.101574624,-0.079187949,1.088,-0.165349542,44.00367825,51.55675393,0.62025,0.127232842,883.0947038,18.4715132,0.177645352,0.011387231,0
K2-190 c,1.093,1.34,21.574023,912.5307146,5631,0.9,0.91,-0.19,0,-1.134067047,1.121668373,-0.163408011,43.44872035,47.5573931,0.59225,0.087458246,920.5115482,12.40110375,0.096388965,0.015033759,0
OGLE-2018-BLG-0932L b,13.9,282.86728,,912.5307146,5412.39249,0.72,,0.014262971,0,-3.37E-16,1.464040578,-0.143664668,42.57686601,74.67031989,0.646901878,0.999992667,1003.783117,50.52449481,0,0.001727602,0
Kepler-445 d,1.25,2.1,8.15275,305,3157,0.18,0.21,0.27,-1.522541714,1.41985077,1.344,-0.150586966,59.02964428,51.35317157,1,0.527023641,321.074221,14.51685916,0.000970266,0.621672655,0.885158955
Kepler-449 b,2.056,4.88,12.58242,917,5649.18,1.02,1.47,-0.165,0.011200542,-0.995267166,1.154445942,-0.161517849,45.38003812,52.20005249,0.587705,0.101999087,926.3533163,17.25505621,0.364997637,0.01034722,0
Kepler-887 c,1.13,1.51,7.63846023,1089,6194,1.19,1.29,0.08,0.442252287,0.364971672,1.182551492,-0.159897106,46.84033874,51.56010032,0.4515,0.047605341,1094.184222,12.94694415,0.566609076,0.006924372,0
Kepler-888 b,1.76,3.75,70.6979061,417,5875,0.97,0.9,-0.21,-1.241856857,-1.245106953,1.210614669,-0.158278806,50.26768649,54.00521234,0.53125,0.449283616,435.7351268,16.34847783,0.05063708,0.201408228,0.48703081
Kepler-884 b,1.23,2.04,5.69919514,964,5715,1,0.94,0.05,0.128987938,0.198411814,1.348403728,-0.150333019,44.6442849,49.84230128,0.57125,0.079898355,971.7022014,14.42382852,0.265054274,0.010860224,0
Kepler-909 b,1.47,2.76,13.93290318,852,6154,1.17,1.23,0.08,-0.15169692,0.364971672,1.277245592,-0.154436446,45.24334312,51.93110993,0.4615,0.123561631,862.5274509,15.34666087,0.336229355,0.016575582,0
Kepler-914 b,1.38,2.48,4.40966548,1192,5877,1.1,1.15,0.22,0.700382112,1.142251008,1.302247427,-0.152994683,46.50518334,51.72861294,0.53075,0.034241489,1196.081586,15.0142734,0.526386243,0.004126278,0
Kepler-1324 b,1.51,2.89,4.11584468,895,4776,0.78,0.73,0.05,-0.043933983,0.198411814,1.267488268,-0.154999115,43.43250524,48.1953832,0.806,0.100069417,903.9562128,15.49453226,0.096862021,0.013430001,0
HATS-33 b,13.787,378.85336,2.5495551,1429,5659,1.06,1.02,0.29,1.294331319,1.530890675,1.993111487,-0.1131551,46.35617626,80.39318009,0.58525,0.999999598,1571.899943,58.71089576,0.512947244,0.000208043,0
K2-176 b,1.491,2.83,5.329439,912.5307146,5428,0.94,0.86,0.15,0,0.75361134,1.273008046,-0.15468081,44.09936525,49.6238796,0.643,0.096623237,921.3478818,15.43023068,0.188795561,0.012461971,0
K2-175 b,2.038,4.81,9.525988,912.5307146,5909,1.09,1.42,0.05,0,0.198411814,1.158075082,-0.16130857,46.32027445,53.47285497,0.52275,0.104635283,922.0790056,17.20633884,0.490812723,0.010601123,0
K2-210 b,0.86,0.566,0.57023,912.5307146,5500,0.91,0.89,0,0,-0.079187949,0.765278529,-0.183959699,49.77074007,51.96044706,0.625,0.076051942,919.4706879,9.086089547,0.945701142,0.014238392,0
K2-214 b,2.43,6.48,8.596802,1006,5854,1.05,1.27,0.05,0.234244759,0.198411814,1.09739369,-0.164807842,45.62850607,52.98157259,0.5365,0.078849541,1013.932264,18.28952341,0.404964433,0.006406633,0
HD 44219 b,14.1,184.34048,472,912.5307146,5752,1.2,1.32,0.03,0,0.087371909,0.927219355,-0.174621169,42.78666468,71.20615858,0.562,0.998833601,1003.677349,40.49662433,0.028228332,0.001941951,0
WASP-33 b,17.856,665.21819,1.21987,2781.7,7430,1.5,1.44,0.1,4.684352806,0.476011577,2.086391293,-0.107775997,23.32823748,65.67505065,0.1425,1,3059.87,68.36093469,4.96624021,6.23E-06,0
gam Cep b,12.7,2097.66749,913,912.5307146,4775,1.27,4.74,0.18,0,0.920171197,13.00556445,0.521892458,43.38600108,95.03095497,0.80625,1,1003.783786,143.9409902,0.111350674,0.000950691,0
SPECULOOS-3 b,0.977,0.894,0.71912603,553,2800,0.1,0.12,0.07,-0.901025244,0.309451719,0.936587574,-0.174080938,44.18813055,46.07365635,1,0.256102838,567.1624869,10.71370047,0.000989345,0.10779705,0.030685809
UCAC3 113-933 b,12.1,6674.39655,,912.5307146,3864,0.61,0.56,-0.95,0,-5.353583442,45.5870265,2.40074524,42.5637489,99.48362527,1,1,1003.783786,263.045781,0,0.00065454,0
UCAC4 328-061594 b,12.1,6674.39655,,912.5307146,5412.39249,1.19,,0.014262971,0,-3.37E-16,45.5870265,2.40074524,42.5637489,99.51866416,0.646901878,1,1003.783786,263.045781,0,0.00065454,0
HD 219134 f,1.31,7.3,22.717,522.6,4699,0.81,0.78,0.11,-0.977211134,0.531531529,4.253831362,0.01721228,44.49923437,59.23552395,0.82525,0.600056231,553.9589386,26.43892573,0.033179272,0.077017603,0.076531463
HATS-39 b,17.598,200.2329,4.5776348,1645,6572,1.38,1.62,0,1.835652115,-0.079187949,0.646559967,-0.190805761,45.5638583,73.12763957,0.357,0.989790887,1807.820601,37.77931548,1.593245388,0.00012027,0
HATS-56 b,18.921,191.33366,4.324799,1902,6536,1.57,2.2,0.19,2.479723618,0.97569115,0.534445233,-0.197271004,35.53515763,62.74323392,0.366,0.955460482,2083.728584,35.61571516,2.985424554,5.99E-05,0
TOI-815 b,2.94,7.6,11.197259,686,4869,0.78,0.77,-0.09,-0.567711976,-0.578867522,0.87926327,-0.177386619,43.33253307,50.85035867,0.78275,0.224998537,701.4348996,18.00740588,0.059734135,0.027566366,0
K2-97 b,13.451,174.4878,8.407115,1566,4642.6,1.2,4.2,0.328,1.637669046,1.741866495,0.964397157,-0.172477262,44.1913195,70.9332698,0.83935,0.97345058,1718.442361,40.33882741,1.77828831,0.0001709,0
MASCARA-1 b,17.901,1175.971,2.14877381,2594.3,7845.75,1.9,2.08,0.15,4.214706893,0.75361134,3.669796878,-0.016466835,8.708096155,48.9507194,0.0385625,1,2853.73,90.77738801,8.832708823,7.45E-06,0
TOI-2570 b,13.641,260.61929,2.9887615,1431,5771,1.06,1.09,0.191,1.299343548,0.981243145,1.400600056,-0.147323049,46.78114477,77.53055587,0.55725,0.999822381,1574.074583,48.95512873,0.56984005,0.000230924,0
HD 86226 b,14.3,143.0235,1628,176,5863,1.02,1.05,0.018,-1.845830523,0.020747966,0.699415619,-0.18775777,49.9796584,69.07941171,0.53425,0.99948465,193.5909298,35.42041985,0.008445884,0.055552559,0.672190729
TOI-1470 c,2.47,7.24,18.08816,373,3709,0.47,0.47,0,-1.352125908,-0.079187949,1.186710158,-0.159657291,51.84621966,53.51635088,1,0.511501233,392.078996,19.17515261,0.005443146,0.233607187,0.638614597
TOI-1052 c,6.48,34.3,35.806,719,6146,1.2,1.26,0.14,-0.485010188,0.698091387,0.816853376,-0.180985568,44.08193485,60.59214713,0.4635,0.502838973,755.1541221,25.76781417,0.187081406,0.012076278,0
TOI-4308 b,2.419,6.43,9.151201,763.05,5243,0.9,0.79,0.014262971,-0.374615831,-3.37E-16,1.098852084,-0.164723742,43.50877325,51.15428681,0.68925,0.179624386,776.7562388,18.26020189,0.096711488,0.019727616,0
HD 95338 b,3.89,42.44,55.087,385,5212,0.83,0.87,0.04,-1.32205253,0.142891861,2.804633858,-0.066357597,49.56488178,68.25394795,0.697,0.909206963,420.0044681,36.99396741,0.034613584,0.111100591,0.541651152
Kepler-594 b,2.18,5.39,13.64618192,678,5485,0.91,0.87,-0.03,-0.587760895,-0.245747806,1.134163791,-0.162687446,43.75104707,51.8438794,0.62875,0.230054966,693.5977267,17.61100573,0.1076368,0.032874158,0
Kepler-501 b,4.3,17.1,5.64067757,1125,5904,1.03,1.04,-0.03,0.53247242,-0.245747806,0.924824229,-0.174759287,45.33920896,54.81398578,0.524,0.079266669,1133.9175,22.3347888,0.372095491,0.002793797,0
TOI-1468 b,1.28,3.21,1.8805136,682.2,3496,0.34,0.34,-0.04,-0.577235212,-0.301267759,1.959228516,-0.115109006,43.10225135,49.42662914,1,0.238570732,698.4752953,17.73640324,0.010169097,0.038537457,0
HD 142415 b,13.5,530.7761,386.29999,912.5307146,5940,1.07,1.04,0.13,0,0.642571435,2.912351715,-0.060145905,42.74055393,81.88212465,0.515,1,1003.783786,70.22743686,0.02277644,0.001445305,0
HD 166724 b,13,1207.74795,5144,912.5307146,5127,0.81,0.8,-0.09,0,-0.578867522,7.146437574,0.184018215,42.5793211,90.16601523,0.71825,1,1003.783786,107.9529466,0.001331443,0.001129569,0
HD 145377 b,12.8,1913.3366,103.95,912.5307146,6014,1.2,1.05,0.11,0,0.531531529,11.67807983,0.445341315,42.99752093,94.56754179,0.4965,1,1003.783786,136.9331906,0.058529186,0.000977893,0
WASP-176 b,16.87,271.74465,3.899052,1721,5941,1.34,1.93,0.164,2.02611684,0.831339273,0.954840513,-0.173028358,44.91410564,74.87022276,0.51475,0.99963188,1893.036647,44.95116819,1.6806218,8.95E-05,0
TOI-4377 b,15.11,304.16179,4.378081,1162.152431,4974,1.36,3.52,0.205,0.625580678,1.058971079,1.332219317,-0.151266314,38.63945148,70.90810411,0.7565,0.999992702,1278.366826,50.25023744,2.542586709,0.00056546,0
HATS-34 b,16.029,299.07803,2.1061607,1445,5380,0.96,0.98,0.25,1.334429155,1.308810865,1.164050049,-0.160964016,45.8075343,76.28502954,0.655,0.999969935,1589.495656,48.37901968,0.439349464,0.000203706,0
HD 115404 A b,6.09,30.82936,10.49488,912.5307146,5019.17,0.83,0.73,-0.157,0,-0.950851204,0.83124668,-0.180155559,43.08348515,55.21991822,0.7452075,0.271243571,937.2825236,25.19948301,0.063301141,0.005127728,0
HD 81817 c,12,7185.78245,622.97802,912.5307146,4043.33,4.3,109.46,-0.17,0,-1.023027142,49.90126701,2.649531583,0.000996522,0.322653073,0.9891675,1,1003.783786,274.0718505,39.38906519,0.000639514,0
HD 207897 b,2.343,14.8,16.20166,581.7454418,5106,0.82,0.78,-0.03,-0.828985867,-0.245747806,2.695982931,-0.072623095,43.49206946,59.81573702,0.7235,0.524259215,612.2439827,28.14898477,0.057946777,0.041627171,0
NGTS-17 b,13.899,242.8209,3.24253,1457,5650,1.03,1.34,0.15,1.364502533,0.75361134,1.256952756,-0.155606659,48.12394726,77.61429483,0.5875,0.999496101,1602.626582,46.81330222,0.749383114,0.000215422,0
HD 104067 c,3.69,13.2,13.8992,912.5307146,4952,0.82,0.78,0.11,0,0.531531529,0.969440589,-0.172186426,43.06395115,51.43253876,0.762,0.138036988,925.1270138,21.18321164,0.056781701,0.007446097,0
KELT-16 b,15.861,874.0325,0.9689951,2453,6236,1.21,1.36,-0.002,3.860592872,-0.090291939,3.474293081,-0.027740818,38.48936969,83.28262626,0.441,1,2698.3,83.14124642,2.562778305,1.11E-05,0
XO-1 b,12.778,263.7989,3.94153,1210,5750,0.88,0.88,0.02,0.745492178,0.031851956,1.615649731,-0.134921927,44.80801546,76.79127536,0.5625,0.999941249,1330.992891,50.88890088,0.304380399,0.00051037,0
HD 133131 A c,14.3,133.4886,3568,912.5307146,5799,0.95,0.96,-0.306,0,-1.778098497,0.652787911,-0.190446618,42.6110696,68.30070157,0.55025,0.984173143,1002.339537,34.21937657,0.004004622,0.002122496,0
HD 177830 b,13.5,537.1327,410.10001,912.5307146,4901,1.7,3.26,0.42,0,2.252650059,2.947230178,-0.058134593,43.30591122,81.57603565,0.77475,1,1003.783786,70.64670886,0.099663777,0.001440119,0
HD 10647 b,13.8,298.75,989.2,912.5307146,6218,1.11,1.1,0,0,-0.079187949,1.56873556,-0.137627294,42.6965128,76.09745069,0.4455,0.999996915,1003.783505,52.11136347,0.016346396,0.0017037,0
HD 240210 b,12.8,1655.82,501.75,912.5307146,4297,0.82,25.46,-0.18,0,-1.078547095,10.10632324,0.354703907,34.49037044,90.20778814,0.92575,1,1003.783786,127.3853838,3.140097568,0.001024579,0
